,time,drink,amount
6704,29-12-2020 18:21,Scooter,12
6705,26-12-2020 15:47,Owen's Grandmother's Revenge,8
6706,30-12-2020 19:42,Dry Rob Roy,5.5
6707,30-12-2020 10:06,Imperial Cocktail,4.99
6708,26-12-2020 19:50,Van Vleet,4.2
6709,31-12-2020 11:34,Tequila Sour,5.15
6710,28-12-2020 15:52,Victor,4.2
6711,29-12-2020 08:04,Tequila Sour,5.15
6712,28-12-2020 20:20,Gin Rickey,4
6713,31-12-2020 15:03,Sea breeze,8
6714,30-12-2020 10:42,Bijou,4
6715,28-12-2020 13:34,Cream Soda,5.15
6716,26-12-2020 03:08,Irish Spring,5.15
6717,27-12-2020 02:18,Imperial Cocktail,4.99
6718,30-12-2020 19:54,Hawaiian Cocktail,6.5
6719,28-12-2020 10:44,Margarita,7.5
6720,29-12-2020 06:54,Russian Spring Punch,7.5
6721,31-12-2020 10:19,Mango Mojito,7.5
6722,30-12-2020 06:46,Hawaiian Cocktail,6.5
6723,28-12-2020 05:20,Vodka Martini,4.2
6724,31-12-2020 09:53,Citrus Coke,5.15
6725,30-12-2020 06:57,Kiwi Martini,5.5
6726,28-12-2020 06:52,Egg Cream,4.99
6727,28-12-2020 23:11,Rum Cooler,4.99
6728,30-12-2020 16:12,Long Island Iced Tea,3
6729,31-12-2020 00:03,Paradise,4.2
6730,29-12-2020 20:54,Gin Tonic,6.5
6731,25-12-2020 23:18,Manhattan,4.2
6732,26-12-2020 11:01,Dry Rob Roy,5.5
6733,27-12-2020 03:43,Grizzly Bear,12
6734,31-12-2020 09:55,Hawaiian Cocktail,6.5
6735,28-12-2020 01:34,Winter Paloma,8
6736,30-12-2020 05:05,Dirty Martini,2.99
6737,26-12-2020 11:41,Cosmopolitan,2.99
6738,25-12-2020 22:11,Allegheny,7.5
6739,31-12-2020 15:04,Margarita,7.5
6740,29-12-2020 10:01,Hemingway Special,3.5
6741,27-12-2020 20:22,Ziemes Martini Apfelsaft,4
6742,26-12-2020 01:06,Lemouroudji,5.15
6743,31-12-2020 13:09,Clover Club,4.99
6744,29-12-2020 06:13,Queen Charlotte,8
6745,29-12-2020 02:47,Shot-gun,7.5
6746,27-12-2020 16:22,Hawaiian Cocktail,6.5
6747,30-12-2020 19:32,Royal Gin Fizz,7.5
6748,29-12-2020 00:53,Ziemes Martini Apfelsaft,4
6749,28-12-2020 15:47,Shot-gun,7.5
6750,31-12-2020 10:07,Fahrenheit 5000,2.99
6751,30-12-2020 13:30,Artillery,3.5
6752,29-12-2020 12:09,Sea breeze,8
6753,27-12-2020 13:26,Mango Mojito,7.5
6754,27-12-2020 21:14,Irish Spring,5.15
6755,27-12-2020 05:08,Artillery,3.5
6756,29-12-2020 18:12,Chocolate Drink,12
6757,30-12-2020 06:32,Lassi Raita,6.5
6758,28-12-2020 02:13,Margarita,7.5
6759,30-12-2020 05:13,Manhattan,4.2
6760,29-12-2020 22:09,Monkey Gland,11
6761,31-12-2020 20:07,Jack's Vanilla Coke,6.5
6762,27-12-2020 23:48,Imperial Cocktail,4.99
6763,27-12-2020 13:40,Munich Mule,12
6764,27-12-2020 00:44,Hawaiian Cocktail,6.5
6765,28-12-2020 15:50,Ipamena,2.99
6766,30-12-2020 01:35,Orange Oasis,4.99
6767,26-12-2020 01:32,Shot-gun,7.5
6768,27-12-2020 18:31,Casino Royale,11
6769,26-12-2020 21:55,Bob Marley,4
6770,29-12-2020 12:21,Orange Crush,5.5
6771,26-12-2020 00:58,Grizzly Bear,12
6772,27-12-2020 09:16,Margarita,7.5
6773,26-12-2020 06:08,Death in the Afternoon,4
6774,25-12-2020 18:46,Honey Bee,3
6775,27-12-2020 07:55,Imperial Cocktail,4.99
6776,29-12-2020 19:24,Bellini,2.99
6777,30-12-2020 06:40,Bramble,4.2
6778,27-12-2020 22:00,Flaming Lamborghini,3
6779,25-12-2020 22:06,Vodka And Tonic,11
6780,31-12-2020 09:06,Yellow Bird,8
6781,28-12-2020 13:25,French 75,6.5
6782,26-12-2020 03:11,Victor,4.2
6783,30-12-2020 06:29,Mocha-Berry,8
6784,31-12-2020 13:41,Flying Dutchman,6.5
6785,28-12-2020 21:17,Boston Sour,5
6786,31-12-2020 16:55,White Lady,6.5
6787,27-12-2020 05:07,Hawaiian Cocktail,6.5
6788,29-12-2020 16:23,Long Island Tea,8
6789,26-12-2020 11:16,Imperial Cocktail,4.99
6790,28-12-2020 07:18,Margarita,7.5
6791,28-12-2020 01:28,Margarita,7.5
6792,28-12-2020 06:03,Hawaiian Cocktail,6.5
6793,28-12-2020 06:39,Mai Tai,11
6794,27-12-2020 05:50,Thai Iced Coffee,4.2
6795,27-12-2020 16:01,Grizzly Bear,12
6796,30-12-2020 15:41,Limona Corona,4.2
6797,30-12-2020 14:26,Boston Sour,5
6798,30-12-2020 05:16,Irish Curdling Cow,2.99
6799,25-12-2020 18:40,Monkey Gland,11
6800,30-12-2020 09:29,Kill the cold Smoothie,11
6801,31-12-2020 11:45,Daiquiri,11
6802,31-12-2020 22:41,Artillery,3.5
6803,27-12-2020 04:55,Mother's Milk,5
6804,27-12-2020 21:20,Jack's Vanilla Coke,6.5
6805,31-12-2020 03:32,Grizzly Bear,12
6806,28-12-2020 12:24,Talos Coffee,5.15
6807,28-12-2020 13:03,Imperial Cocktail,4.99
6808,30-12-2020 15:41,Long Island Tea,8
6809,30-12-2020 08:09,Allegheny,7.5
6810,26-12-2020 14:08,Grass Skirt,2.99
6811,29-12-2020 18:26,Bubble Gum,3
6812,30-12-2020 02:14,Big Red,8
6813,28-12-2020 01:41,Rum Toddy,4.2
6814,30-12-2020 08:18,Margarita,7.5
6815,27-12-2020 23:52,Manhattan,4.2
6816,30-12-2020 05:43,Artillery,3.5
6817,26-12-2020 13:33,Margarita,7.5
6818,30-12-2020 02:42,Zimadori Zinger,12
6819,26-12-2020 19:18,Long Island Tea,8
6820,29-12-2020 01:06,Affinity,2.99
6821,26-12-2020 11:23,Hawaiian Cocktail,6.5
6822,29-12-2020 13:30,Yoghurt Cooler,3.5
6823,31-12-2020 09:44,Rum Sour,5.5
6824,31-12-2020 08:29,Manhattan,4.2
6825,26-12-2020 21:42,Nuked Hot Chocolate,12
6826,29-12-2020 10:06,Zoksel,6.5
6827,25-12-2020 20:37,Mai Tai,11
6828,26-12-2020 20:14,Horse's Neck,7.5
6829,28-12-2020 20:57,Snowball,11
6830,29-12-2020 22:14,Kiwi Papaya Smoothie,5.15
6831,28-12-2020 05:01,Coffee-Vodka,2.99
6832,29-12-2020 01:22,Jelly Bean,3
6833,26-12-2020 21:46,Munich Mule,12
6834,28-12-2020 10:03,Egg Nog - Healthy,11
6835,26-12-2020 10:33,Caipirinha,3.5
6836,26-12-2020 02:30,Margarita,7.5
6837,29-12-2020 17:56,Cosmopolitan,2.99
6838,27-12-2020 12:20,Grim Reaper,4
6839,31-12-2020 06:56,Sol Y Sombra,5.15
6840,29-12-2020 22:46,Imperial Cocktail,4.99
6841,27-12-2020 10:26,Owen's Grandmother's Revenge,8
6842,31-12-2020 10:16,Manhattan,4.2
6843,31-12-2020 23:19,Margarita,7.5
6844,30-12-2020 05:40,Jitterbug,4
6845,31-12-2020 11:38,Gin Rickey,4
6846,30-12-2020 22:55,Gin Rickey,4
6847,30-12-2020 19:50,Margarita,7.5
6848,31-12-2020 21:29,Creme de Menthe,3.5
6849,30-12-2020 06:35,Cosmopolitan,2.99
6850,28-12-2020 11:03,Zimadori Zinger,12
6851,31-12-2020 06:20,Port Wine Flip,5
6852,26-12-2020 22:13,GG,12
6853,27-12-2020 05:04,Margarita,7.5
6854,30-12-2020 10:30,Jackhammer,3.5
6855,30-12-2020 12:34,Ipamena,2.99
6856,26-12-2020 11:02,Jitterbug,4
6857,27-12-2020 01:31,Broadside,5.5
6858,29-12-2020 06:31,Long Island Iced Tea,3
6859,30-12-2020 20:41,Sweet Tooth,2.99
6860,31-12-2020 12:40,Tuxedo Cocktail,12
6861,30-12-2020 20:15,After sex,7.5
6862,29-12-2020 04:33,Dry Martini,8
6863,28-12-2020 17:59,Jack's Vanilla Coke,6.5
6864,29-12-2020 10:02,Hawaiian Cocktail,6.5
6865,29-12-2020 13:59,Allegheny,7.5
6866,28-12-2020 10:25,Zizi Coin-coin,5
6867,30-12-2020 11:25,Grasshopper,4.99
6868,25-12-2020 17:44,Gimlet,4.2
6869,31-12-2020 19:22,Mulled Wine,11
6870,29-12-2020 01:15,Grasshopper,4.99
6871,27-12-2020 11:50,Manhattan,4.2
6872,28-12-2020 00:58,Planter's Punch,5
6873,26-12-2020 20:20,Fruit Flip-Flop,11
6874,27-12-2020 17:01,Porto flip,4.99
6875,31-12-2020 03:56,Manhattan,4.2
6876,26-12-2020 01:37,Long Island Tea,8
6877,28-12-2020 09:43,Jack Rose Cocktail,5.5
6878,28-12-2020 01:41,Victory Collins,7.5
6879,31-12-2020 02:52,Casa Blanca,5.15
6880,31-12-2020 15:08,Vodka And Tonic,11
6881,29-12-2020 23:58,Talos Coffee,5.15
6882,26-12-2020 14:30,Godfather,6.5
6883,27-12-2020 02:21,Fruit Shake,5.5
6884,29-12-2020 19:57,Lone Tree Cooler,5.5
6885,29-12-2020 11:58,Hawaiian Cocktail,6.5
6886,26-12-2020 19:28,Mojito,5.5
6887,27-12-2020 01:51,Manhattan,4.2
6888,26-12-2020 11:07,Cream Soda,5.15
6889,30-12-2020 00:38,Imperial Cocktail,4.99
6890,31-12-2020 21:11,Margarita,7.5
6891,26-12-2020 16:26,Hawaiian Cocktail,6.5
6892,27-12-2020 13:45,Irish Coffee,7.5
6893,29-12-2020 17:41,Popped cherry,3.5
6894,26-12-2020 12:02,Munich Mule,12
6895,26-12-2020 11:44,The Philosopher,5.15
6896,30-12-2020 20:16,Hawaiian Cocktail,6.5
6897,29-12-2020 18:25,Clover Club,4.99
6898,31-12-2020 09:29,Bijou,4
6899,30-12-2020 14:50,Rum Punch,3.5
6900,31-12-2020 16:21,Sweet Sangria,4
6901,30-12-2020 05:22,Hawaiian Cocktail,6.5
6902,28-12-2020 08:49,Waikiki Beachcomber,5.5
6903,31-12-2020 21:33,Rum Cooler,4.99
6904,29-12-2020 18:17,Mojito Extra,3.5
6905,31-12-2020 13:16,Citrus Coke,5.15
6906,25-12-2020 16:17,Casino,6.5
6907,30-12-2020 19:18,Paradise,4.2
6908,27-12-2020 08:16,Sidecar,11
6909,25-12-2020 21:56,Frozen Daiquiri,4.99
6910,29-12-2020 15:10,Negroni,2.99
6911,25-12-2020 23:53,Lemouroudji,5.15
6912,26-12-2020 15:35,Margarita,7.5
6913,27-12-2020 17:24,Casino,6.5
6914,30-12-2020 22:33,Gin Tonic,6.5
6915,31-12-2020 10:20,Yellow Bird,8
6916,26-12-2020 13:22,Irish Spring,5.15
6917,29-12-2020 17:30,Shark Attack,6.5
6918,26-12-2020 22:57,Vampiro,11
6919,26-12-2020 16:59,Grim Reaper,4
6920,31-12-2020 06:57,Winter Paloma,8
6921,29-12-2020 15:15,Chocolate Milk,5.15
6922,28-12-2020 16:55,Pysch Vitamin Light,6.5
6923,28-12-2020 18:56,Margarita,7.5
6924,28-12-2020 16:48,Horse's Neck,7.5
6925,30-12-2020 13:42,Gin Rickey,4
6926,27-12-2020 19:13,Casino,6.5
6927,28-12-2020 22:04,City Slicker,4
6928,28-12-2020 06:54,Pink Panty Pulldowns,2.99
6929,29-12-2020 09:54,Long Island Tea,8
6930,30-12-2020 20:01,Tom Collins,5.5
6931,26-12-2020 17:42,Irish Spring,5.15
6932,27-12-2020 13:33,Bora Bora,2.99
6933,30-12-2020 13:17,Dry Rob Roy,5.5
6934,30-12-2020 03:15,Casino Royale,11
6935,30-12-2020 14:55,Jackhammer,3.5
6936,28-12-2020 12:44,Manhattan,4.2
6937,31-12-2020 05:16,Mai Tai,11
6938,29-12-2020 02:18,Mulled Wine,11
6939,27-12-2020 13:35,Manhattan,4.2
6940,29-12-2020 21:38,Karsk,11
6941,30-12-2020 09:29,Coffee-Vodka,2.99
6942,26-12-2020 05:38,Mango Mojito,7.5
6943,27-12-2020 09:10,Irish Spring,5.15
6944,29-12-2020 08:28,Dry Martini,8
6945,25-12-2020 21:38,Paradise,4.2
6946,26-12-2020 01:48,Gin Tonic,6.5
6947,30-12-2020 04:53,Godfather,6.5
6948,29-12-2020 09:05,Long Island Tea,8
6949,29-12-2020 21:10,Hawaiian Cocktail,6.5
6950,27-12-2020 02:20,Kentucky Colonel,3.5
6951,26-12-2020 20:40,Bubble Gum,3
6952,27-12-2020 00:32,Long Island Tea,8
6953,29-12-2020 20:13,Veteran,8
6954,26-12-2020 01:25,Long Island Tea,8
6955,29-12-2020 18:57,Owen's Grandmother's Revenge,8
6956,31-12-2020 23:13,Imperial Cocktail,4.99
6957,31-12-2020 04:39,Long Island Iced Tea,3
6958,28-12-2020 09:55,Boston Sour,5
6959,29-12-2020 23:20,Veteran,8
6960,26-12-2020 02:55,Rum Toddy,4.2
6961,25-12-2020 20:35,Creme de Menthe,3.5
6962,31-12-2020 23:13,Casino Royale,11
6963,26-12-2020 22:23,Passion Fruit Martini,2.99
6964,27-12-2020 08:43,Affinity,2.99
6965,31-12-2020 20:39,Long Island Tea,8
6966,29-12-2020 03:58,Port Wine Flip,5
6967,28-12-2020 02:46,Hawaiian Cocktail,6.5
6968,30-12-2020 10:47,Thai Coffee,5.5
6969,28-12-2020 11:36,White Lady,6.5
6970,26-12-2020 17:11,Limona Corona,4.2
6971,31-12-2020 15:50,Long Island Iced Tea,3
6972,29-12-2020 14:58,Bellini,2.99
6973,31-12-2020 01:09,Long Island Iced Tea,3
6974,25-12-2020 17:25,Grim Reaper,4
6975,28-12-2020 15:28,Manhattan,4.2
6976,25-12-2020 18:10,Limona Corona,4.2
6977,27-12-2020 20:34,White Lady,6.5
6978,30-12-2020 05:45,Hawaiian Cocktail,6.5
6979,26-12-2020 17:48,Campari Beer,7.5
6980,25-12-2020 20:36,Rum Sour,5.5
6981,28-12-2020 03:29,Greyhound,4.99
6982,31-12-2020 10:43,Lord And Lady,8
6983,27-12-2020 10:20,Casino,6.5
6984,29-12-2020 09:30,Greyhound,4.99
6985,28-12-2020 22:24,Zimadori Zinger,12
6986,31-12-2020 12:05,Espresso Martini,11
6987,29-12-2020 22:26,Waikiki Beachcomber,5.5
6988,28-12-2020 12:02,Frosé,2.99
6989,25-12-2020 23:53,Imperial Cocktail,4.99
6990,30-12-2020 09:49,Caipirinha,3.5
6991,29-12-2020 07:11,Creme de Menthe,3.5
6992,26-12-2020 09:50,Loch Lomond,3
6993,27-12-2020 21:17,Manhattan,4.2
6994,29-12-2020 06:24,Margarita,7.5
6995,26-12-2020 02:21,Bob Marley,4
6996,30-12-2020 20:27,Corpse Reviver,5.15
6997,31-12-2020 07:59,Vampiro,11
6998,28-12-2020 22:16,Hunter's Moon,3
6999,31-12-2020 20:19,Hawaiian Cocktail,6.5
7000,28-12-2020 03:29,Margarita,7.5
7001,30-12-2020 16:11,The Laverstoke,7.5
7002,30-12-2020 17:22,Sangria,3.5
7003,25-12-2020 19:47,Manhattan,4.2
7004,31-12-2020 04:22,Zimadori Zinger,12
7005,26-12-2020 04:42,Long Island Tea,8
7006,29-12-2020 03:11,Frisco Sour,4
7007,30-12-2020 22:59,Godfather,6.5
7008,28-12-2020 21:26,Irish Curdling Cow,2.99
7009,31-12-2020 14:23,Sea breeze,8
7010,30-12-2020 08:15,Bijou,4
7011,29-12-2020 11:20,Vodka And Tonic,11
7012,31-12-2020 03:36,The Philosopher,5.15
7013,30-12-2020 09:01,The Philosopher,5.15
7014,26-12-2020 22:12,Imperial Cocktail,4.99
7015,30-12-2020 07:41,Margarita,7.5
7016,29-12-2020 00:49,Casino Royale,11
7017,26-12-2020 01:19,Vodka Martini,4.2
7018,29-12-2020 18:23,Winter Rita,5.5
7019,30-12-2020 14:36,Vesuvio,3
7020,29-12-2020 07:38,Royal Gin Fizz,7.5
7021,25-12-2020 21:49,Honey Bee,3
7022,26-12-2020 07:35,Hawaiian Cocktail,6.5
7023,31-12-2020 15:29,Casino,6.5
7024,30-12-2020 10:05,White Lady,6.5
7025,25-12-2020 23:44,Cosmopolitan,2.99
7026,26-12-2020 05:25,Cream Soda,5.15
7027,26-12-2020 17:07,Jack's Vanilla Coke,6.5
7028,26-12-2020 02:42,Long Island Iced Tea,3
7029,31-12-2020 16:36,Gin Tonic,6.5
7030,29-12-2020 01:52,Hemingway Special,3.5
7031,30-12-2020 12:22,Sweet Tooth,2.99
7032,29-12-2020 00:33,After sex,7.5
7033,28-12-2020 13:09,Sweet Tooth,2.99
7034,27-12-2020 10:38,Casino,6.5
7035,30-12-2020 04:06,Damned if you do,6.5
7036,29-12-2020 21:16,Bob Marley,4
7037,31-12-2020 20:55,Margarita,7.5
7038,28-12-2020 18:57,Paradise,4.2
7039,31-12-2020 07:53,Fahrenheit 5000,2.99
7040,30-12-2020 08:28,Van Vleet,4.2
7041,31-12-2020 15:09,Imperial Cocktail,4.99
7042,30-12-2020 15:04,Boston Sour,5
7043,31-12-2020 10:13,Munich Mule,12
7044,26-12-2020 00:25,Ipamena,2.99
7045,31-12-2020 12:36,Coffee-Vodka,2.99
7046,28-12-2020 07:30,Hemingway Special,3.5
7047,26-12-2020 18:16,Lemouroudji,5.15
7048,29-12-2020 02:58,Limona Corona,4.2
7049,31-12-2020 05:38,Limona Corona,4.2
7050,28-12-2020 11:50,Imperial Cocktail,4.99
7051,30-12-2020 22:50,Sangria,3.5
7052,31-12-2020 08:31,Kiwi Papaya Smoothie,5.15
7053,31-12-2020 05:32,Margarita,7.5
7054,31-12-2020 11:10,Victor,4.2
7055,25-12-2020 16:33,Royal Gin Fizz,7.5
7056,28-12-2020 14:10,Affinity,2.99
7057,26-12-2020 12:24,Fahrenheit 5000,2.99
7058,30-12-2020 00:38,Casino,6.5
7059,26-12-2020 05:30,City Slicker,4
7060,31-12-2020 13:54,Fahrenheit 5000,2.99
7061,30-12-2020 03:27,H.D.,7.5
7062,29-12-2020 22:11,Zizi Coin-coin,5
7063,26-12-2020 23:25,Kurant Tea,3
7064,26-12-2020 21:52,Sweet Sangria,4
7065,31-12-2020 08:36,Hawaiian Cocktail,6.5
7066,27-12-2020 04:27,Funk and Soul,5.15
7067,28-12-2020 03:37,Casino Royale,11
7068,26-12-2020 10:27,Zizi Coin-coin,5
7069,30-12-2020 10:20,Broadside,5.5
7070,26-12-2020 12:28,Planter's Punch,5
7071,26-12-2020 17:32,Hawaiian Cocktail,6.5
7072,26-12-2020 15:23,Imperial Cocktail,4.99
7073,29-12-2020 17:25,Margarita,7.5
7074,27-12-2020 15:04,Grizzly Bear,12
7075,29-12-2020 04:50,Godfather,6.5
7076,26-12-2020 15:12,Corpse Reviver,5.15
7077,27-12-2020 14:00,Long Island Tea,8
7078,30-12-2020 02:19,Casino Royale,11
7079,31-12-2020 13:32,Long Island Tea,8
7080,30-12-2020 18:20,Adam,3.5
7081,29-12-2020 08:56,Imperial Cocktail,4.99
7082,26-12-2020 14:46,Margarita,7.5
7083,29-12-2020 01:09,Iced Coffee Fillip,5
7084,29-12-2020 07:57,Jack Rose Cocktail,5.5
7085,30-12-2020 10:57,Gimlet,4.2
7086,29-12-2020 10:47,Zippy's Revenge,5
7087,29-12-2020 23:26,Snowball,11
7088,26-12-2020 20:40,Danbooka,4.99
7089,27-12-2020 04:12,Winter Paloma,8
7090,28-12-2020 18:50,Planter’s Punch,8
7091,26-12-2020 18:17,Bloody Mary,5.5
7092,29-12-2020 17:55,Sweet Sangria,4
7093,27-12-2020 05:04,Gin Fizz,2.99
7094,29-12-2020 15:54,Jackhammer,3.5
7095,28-12-2020 21:36,Kool-Aid Slammer,3
7096,30-12-2020 01:46,Espresso Martini,11
7097,28-12-2020 01:37,Flaming Lamborghini,3
7098,26-12-2020 03:32,Hawaiian Cocktail,6.5
7099,30-12-2020 04:47,Irish Spring,5.15
7100,26-12-2020 19:19,Godfather,6.5
7101,26-12-2020 14:38,Margarita,7.5
7102,29-12-2020 05:36,Pink Panty Pulldowns,2.99
7103,26-12-2020 19:53,Flying Dutchman,6.5
7104,31-12-2020 04:01,Imperial Cocktail,4.99
7105,26-12-2020 22:06,Old Fashioned,5.5
7106,30-12-2020 21:21,Vodka Martini,4.2
7107,28-12-2020 01:57,Margarita,7.5
7108,26-12-2020 07:36,Godfather,6.5
7109,28-12-2020 11:32,Kool-Aid Slammer,3
7110,27-12-2020 02:59,Shot-gun,7.5
7111,27-12-2020 02:59,Mai Tai,11
7112,31-12-2020 05:14,Chocolate Drink,12
7113,30-12-2020 18:18,Long Island Tea,8
7114,26-12-2020 09:17,Limona Corona,4.2
7115,25-12-2020 16:53,Danbooka,4.99
7116,30-12-2020 07:19,Boston Sour,5
7117,29-12-2020 08:06,Imperial Cocktail,4.99
7118,28-12-2020 21:43,Godfather,6.5
7119,30-12-2020 02:38,Vodka And Tonic,11
7120,27-12-2020 14:13,Long Island Tea,8
7121,27-12-2020 19:43,Victor,4.2
7122,29-12-2020 16:11,Oatmeal Cookie,4.99
7123,26-12-2020 10:19,City Slicker,4
7124,26-12-2020 11:05,Rum Toddy,4.2
7125,28-12-2020 00:05,Corpse Reviver,5.15
7126,30-12-2020 09:01,Victory Collins,7.5
7127,31-12-2020 17:57,Long Island Tea,8
7128,26-12-2020 17:48,Hemingway Special,3.5
7129,29-12-2020 14:22,Zimadori Zinger,12
7130,28-12-2020 05:48,Snowball,11
7131,25-12-2020 20:17,Dirty Nipple,3.5
7132,28-12-2020 13:02,Queen Charlotte,8
7133,29-12-2020 09:53,Jelly Bean,3
7134,30-12-2020 20:45,Winter Rita,5.5
7135,25-12-2020 21:54,Yoghurt Cooler,3.5
7136,28-12-2020 05:58,Victory Collins,7.5
7137,30-12-2020 02:01,White Lady,6.5
7138,31-12-2020 05:30,City Slicker,4
7139,29-12-2020 02:43,Hunter's Moon,3
7140,31-12-2020 14:20,Jelly Bean,3
7141,28-12-2020 06:10,Jack's Vanilla Coke,6.5
7142,30-12-2020 19:41,Talos Coffee,5.15
7143,28-12-2020 10:26,Chocolate Milk,5.15
7144,25-12-2020 18:59,Dry Martini,8
7145,29-12-2020 16:22,Broadside,5.5
7146,29-12-2020 17:27,Negroni,2.99
7147,30-12-2020 10:09,Afternoon,3
7148,30-12-2020 14:32,Long Island Tea,8
7149,26-12-2020 05:42,Yoghurt Cooler,3.5
7150,28-12-2020 21:54,Vampiro,11
7151,26-12-2020 11:49,Margarita,7.5
7152,28-12-2020 23:45,Cosmopolitan,2.99
7153,28-12-2020 14:03,Broadside,5.5
7154,29-12-2020 02:47,Sweet Tooth,2.99
7155,30-12-2020 01:44,Lord And Lady,8
7156,27-12-2020 23:33,Yoghurt Cooler,3.5
7157,28-12-2020 18:08,Danbooka,4.99
7158,29-12-2020 03:05,Manhattan,4.2
7159,26-12-2020 02:48,Gin Tonic,6.5
7160,30-12-2020 16:55,Espresso Martini,11
7161,28-12-2020 17:03,Jelly Bean,3
7162,25-12-2020 18:51,The Jimmy Conway,6.5
7163,27-12-2020 12:11,Kill the cold Smoothie,11
7164,26-12-2020 03:20,Gin Rickey,4
7165,29-12-2020 06:16,Honey Bee,3
7166,30-12-2020 05:39,Kiwi Papaya Smoothie,5.15
7167,30-12-2020 22:48,Danbooka,4.99
7168,26-12-2020 18:51,Sweet Sangria,4
7169,30-12-2020 06:29,Hawaiian Cocktail,6.5
7170,27-12-2020 17:56,Irish Curdling Cow,2.99
7171,28-12-2020 23:16,Afternoon,3
7172,30-12-2020 09:36,Hawaiian Cocktail,6.5
7173,31-12-2020 11:03,Old Fashioned,5.5
7174,30-12-2020 08:20,H.D.,7.5
7175,31-12-2020 23:37,Yellow Bird,8
7176,28-12-2020 23:46,Orgasm,5.15
7177,26-12-2020 16:59,Egg Nog - Healthy,11
7178,26-12-2020 13:21,Casino Royale,11
7179,25-12-2020 21:41,B-53,5.15
7180,30-12-2020 04:14,Ipamena,2.99
7181,31-12-2020 10:14,Chocolate Milk,5.15
7182,27-12-2020 22:17,Gin Fizz,2.99
7183,28-12-2020 04:53,Gimlet,4.2
7184,28-12-2020 16:25,Kurant Tea,3
7185,26-12-2020 13:34,Limona Corona,4.2
7186,27-12-2020 00:44,Barracuda,4.2
7187,29-12-2020 18:54,Shot-gun,7.5
7188,27-12-2020 16:42,Clover Club,4.99
7189,27-12-2020 00:11,Dark Caipirinha,2.99
7190,28-12-2020 10:25,Damned if you do,6.5
7191,29-12-2020 06:55,Grass Skirt,2.99
7192,26-12-2020 11:33,Halloween Punch,8
7193,25-12-2020 20:00,Pink Panty Pulldowns,2.99
7194,28-12-2020 13:41,Munich Mule,12
7195,31-12-2020 17:49,Casino,6.5
7196,26-12-2020 23:21,Lemon Drop,2.99
7197,29-12-2020 20:22,Affinity,2.99
7198,28-12-2020 17:52,Fahrenheit 5000,2.99
7199,26-12-2020 13:11,Long Island Tea,8
7200,28-12-2020 10:22,Tequila Sour,5.15
7201,29-12-2020 18:32,Pysch Vitamin Light,6.5
7202,25-12-2020 16:10,Imperial Cocktail,4.99
7203,28-12-2020 15:25,Oatmeal Cookie,4.99
7204,31-12-2020 02:29,Planter’s Punch,8
7205,28-12-2020 04:19,Margarita,7.5
7206,31-12-2020 09:37,Mojito,5.5
7207,31-12-2020 05:42,Scooter,12
7208,27-12-2020 00:40,Tennesee Mud,6.5
7209,27-12-2020 02:48,Grand Blue,11
7210,30-12-2020 23:23,Margarita,7.5
7211,28-12-2020 00:34,Ipamena,2.99
7212,29-12-2020 10:07,Vampiro,11
7213,31-12-2020 18:12,Imperial Cocktail,4.99
7214,28-12-2020 13:05,Grim Reaper,4
7215,28-12-2020 10:17,Jack Rose Cocktail,5.5
7216,31-12-2020 09:26,Cream Soda,5.15
7217,31-12-2020 13:20,Hawaiian Cocktail,6.5
7218,28-12-2020 17:19,Paradise,4.2
7219,27-12-2020 16:13,Long Island Tea,8
7220,31-12-2020 13:22,B-53,5.15
7221,29-12-2020 22:39,Corpse Reviver,5.15
7222,29-12-2020 14:56,Scooter,12
7223,30-12-2020 01:56,Veteran,8
7224,28-12-2020 22:19,Kool First Aid,5
7225,31-12-2020 03:34,French Negroni,2.99
7226,27-12-2020 13:51,Bijou,4
7227,25-12-2020 19:51,Paradise,4.2
7228,26-12-2020 05:49,Bora Bora,2.99
7229,25-12-2020 17:07,Grim Reaper,4
7230,27-12-2020 22:17,Mother's Milk,5
7231,30-12-2020 06:26,Rum Toddy,4.2
7232,28-12-2020 04:16,Vodka And Tonic,11
7233,29-12-2020 13:06,Imperial Cocktail,4.99
7234,28-12-2020 05:51,Shark Attack,6.5
7235,27-12-2020 11:40,Shot-gun,7.5
7236,31-12-2020 03:02,Grim Reaper,4
7237,30-12-2020 20:29,City Slicker,4
7238,27-12-2020 01:35,Tequila Sour,5.15
7239,29-12-2020 08:24,Irish Curdling Cow,2.99
7240,29-12-2020 13:55,Hawaiian Cocktail,6.5
7241,26-12-2020 03:16,Hawaiian Cocktail,6.5
7242,28-12-2020 12:55,Vermouth Cassis,12
7243,31-12-2020 19:52,Loch Lomond,3
7244,29-12-2020 13:06,Hawaiian Cocktail,6.5
7245,27-12-2020 01:31,Clover Club,4.99
7246,29-12-2020 16:43,The Jimmy Conway,6.5
7247,29-12-2020 21:00,Artillery,3.5
7248,31-12-2020 13:27,Coffee Liqueur,5.5
7249,27-12-2020 10:47,Mint Julep,8
7250,28-12-2020 13:41,Imperial Cocktail,4.99
7251,29-12-2020 05:25,Flaming Lamborghini,3
7252,27-12-2020 07:37,Imperial Cocktail,4.99
7253,27-12-2020 07:55,Bramble,4.2
7254,31-12-2020 22:09,Bora Bora,2.99
7255,26-12-2020 10:55,Radioactive Long Island Iced Tea,7.5
7256,30-12-2020 17:19,Victor,4.2
